CHR	TSS	Gene-Symbol	Category	Strand	TS_ID
chr19	1174282	SBNO2	WGS	-1	SBNO2
chr19	1205740	STK11	WGS	1	STK11
chr19	1238026	C19orf26	WGS	-1	C19orf26
chr19	1241749	ATP5D	WGS	1	ATP5D
chr19	1248552	MIDN	WGS	1	MIDN
chr19	1259384	CIRBP	WGS	1	CIRBP
chr19	1275026	C19orf24	WGS	1	C19orf24
chr19	1285890	MUM1	WGS	1	MUM1
chr19	1286153	EFNA2	WGS	1	EFNA2
chr19	1383630	NDUFS7	WGS	1	NDUFS7
chr19	1401569	GAMT	WGS	-1	GAMT
chr19	1407612	DAZAP1	WGS	1	DAZAP1
chr19	1438386	RPS15	WGS	1	RPS15
chr19	1440838	AC027307.3	WGS	1	AC027307.3
chr19	1451288	APC2	WGS	1	APC2
chr19	1479555	C19orf25	WGS	-1	C19orf25
chr19	1490407	PCSK4	WGS	-1	PCSK4
chr19	1491165	REEP6	WGS	1	REEP6
chr19	1513188	ADAMTSL5	WGS	-1	ADAMTSL5
chr19	1524958	PLK5	WGS	1	PLK5
chr19	1568057	MEX3D	WGS	-1	MEX3D
chr19	1592652	MBD3	WGS	-1	MBD3
chr19	1605480	UQCR11	WGS	-1	UQCR11
chr19	1652604	TCF3	WGS	-1	TCF3
chr19	1752372	ONECUT3	WGS	1	ONECUT3
chr19	1812275	ATP8B3	WGS	-1	ATP8B3
chr19	1848452	REXO1	WGS	-1	REXO1
chr19	1863567	KLF16	WGS	-1	KLF16
chr19	1885432	ABHD17A	WGS	-1	ABHD17A
chr19	1905213	SCAMP4	WGS	1	SCAMP4
chr19	1905377	ADAT3	WGS	1	ADAT3
chr19	1941188	CSNK1G2	WGS	1	CSNK1G2
chr19	2015719	BTBD2	WGS	-1	BTBD2
chr19	2051243	MKNK2	WGS	-1	MKNK2
chr19	2096331	MOB3A	WGS	-1	MOB3A
chr19	2096881	IZUMO4	WGS	1	IZUMO4
chr19	2151540	AP3D1	WGS	-1	AP3D1
chr19	2164148	DOT1L	WGS	1	DOT1L
chr19	2237703	PLEKHJ1	WGS	-1	PLEKHJ1
chr19	2236520	SF3A2	WGS	1	SF3A2
chr19	2249310	AMH	WGS	1	AMH
chr19	2256416	JSRP1	WGS	-1	JSRP1
chr19	2269519	OAZ1	WGS	1	OAZ1
chr19	2282175	C19orf35	WGS	-1	C19orf35
chr19	2292023	LINGO3	WGS	-1	LINGO3
chr19	2328619	LSM7	WGS	-1	LSM7
chr19	2389784	TMPRSS9	WGS	1	TMPRSS9
chr19	2427892	TIMM13	WGS	-1	TIMM13
chr19	2456994	LMNB2	WGS	-1	LMNB2
chr19	2476125	GADD45B	WGS	1	GADD45B
chr19	2702707	GNG7	WGS	-1	GNG7
chr19	2721416	DIRAS1	WGS	-1	DIRAS1
chr19	2740046	AC006538.4	WGS	-1	AC006538.4
chr19	2740150	SLC39A3	WGS	-1	SLC39A3
chr19	2783369	SGTA	WGS	-1	SGTA
chr19	2785458	THOP1	WGS	1	THOP1
chr19	2819872	ZNF554	WGS	1	ZNF554
chr19	2841433	ZNF555	WGS	1	ZNF555
chr19	2867333	ZNF556	WGS	1	ZNF556
chr19	2900896	ZNF57	WGS	1	ZNF57
chr19	2944931	ZNF77	WGS	-1	ZNF77
chr19	2977444	TLE6	WGS	1	TLE6
chr19	3029165	TLE2	WGS	-1	TLE2
chr19	3063105	AES	WGS	-1	AES
chr19	3094408	GNA11	WGS	1	GNA11
chr19	3136191	GNA15	WGS	1	GNA15
chr19	3178736	S1PR4	WGS	1	S1PR4
chr19	3185598	NCLN	WGS	1	NCLN
chr19	3224701	CELF5	WGS	1	CELF5
chr19	3366584	NFIC	WGS	1	NFIC
chr19	3480540	C19orf77	WGS	-1	C19orf77
chr19	3500938	DOHH	WGS	-1	DOHH
chr19	3522988	FZR1	WGS	1	FZR1
chr19	3557401	MFSD12	WGS	-1	MFSD12
chr19	3539152	C19orf71	WGS	1	C19orf71
chr19	3572936	HMG20B	WGS	1	HMG20B
chr19	3585551	GIPC3	WGS	1	GIPC3
chr19	3606658	TBXA2R	WGS	-1	TBXA2R
chr19	3626813	CACTIN	WGS	-1	CACTIN
chr19	3700477	PIP5K1C	WGS	-1	PIP5K1C
chr19	3721735	TJP3	WGS	1	TJP3
chr19	3761697	APBA3	WGS	-1	APBA3
chr19	3762662	MRPL54	WGS	1	MRPL54
chr19	3772233	RAX2	WGS	-1	RAX2
chr19	3801810	MATK	WGS	-1	MATK
chr19	3869026	ZFR2	WGS	-1	ZFR2
chr19	3880581	ATCAY	WGS	1	ATCAY
chr19	3933101	NMRK2	WGS	1	NMRK2
chr19	3971068	DAPK3	WGS	-1	DAPK3
chr19	3985467	EEF2	WGS	-1	EEF2
chr19	4007644	PIAS4	WGS	1	PIAS4
chr19	4043154	AC016586.1	WGS	-1	AC016586.1
chr19	4066943	ZBTB7A	WGS	-1	ZBTB7A
chr19	4124126	MAP2K2	WGS	-1	MAP2K2
chr19	4153598	CREB3L3	WGS	1	CREB3L3
chr19	4182601	SIRT6	WGS	-1	SIRT6
chr19	4183351	ANKRD24	WGS	1	ANKRD24
chr19	4229495	EBI3	WGS	1	EBI3
chr19	4247076	CCDC94	WGS	1	CCDC94
chr19	4278598	SHD	WGS	1	SHD
chr19	4302428	TMIGD2	WGS	-1	TMIGD2
chr19	4304597	FSD1	WGS	1	FSD1
chr19	4338818	STAP2	WGS	-1	STAP2
chr19	4343524	MPND	WGS	1	MPND
chr19	4400544	SH3GL1	WGS	-1	SH3GL1
chr19	4402659	CHAF1A	WGS	1	CHAF1A
chr19	4457819	UBXN6	WGS	-1	UBXN6
chr19	4472284	HDGFRP2	WGS	1	HDGFRP2
chr19	4517716	PLIN4	WGS	-1	PLIN4
chr19	4535236	PLIN5	WGS	-1	PLIN5
chr19	4540486	LRG1	WGS	-1	LRG1
chr19	4559820	SEMA6B	WGS	-1	SEMA6B
chr19	4640029	TNFAIP8L1	WGS	1	TNFAIP8L1
chr19	4670382	C19orf10	WGS	-1	C19orf10
chr19	4723875	DPP9	WGS	-1	DPP9
chr19	4791728	FEM1A	WGS	1	FEM1A
chr19	4831716	TICAM1	WGS	-1	TICAM1
chr19	4867780	PLIN3	WGS	-1	PLIN3
chr19	4902879	ARRDC5	WGS	-1	ARRDC5
chr19	4969132	KDM4B	WGS	1	KDM4B
chr19	5340814	PTPRS	WGS	-1	PTPRS
chr19	5455426	ZNRF4	WGS	1	ZNRF4
chr19	5622991	SAFB2	WGS	-1	SAFB2
chr19	5623164	SAFB	WGS	1	SAFB
chr19	5681193	RPL36	WGS	1	RPL36
chr19	5680907	C19orf70	WGS	-1	C19orf70
chr19	5681047	HSD11B1L	WGS	1	HSD11B1L
chr19	5720301	LONP1	WGS	-1	LONP1
chr19	5720688	CATSPERD	WGS	1	CATSPERD
chr19	5784776	PRR22	WGS	-1	PRR22
chr19	5785630	CTB-54O9.9	WGS	-1	CTB-54O9.9
chr19	5791249	DUS3L	WGS	-1	DUS3L
chr19	5823813	NRTN	WGS	1	NRTN
chr19	5839742	FUT6	WGS	-1	FUT6
chr19	5851482	FUT3	WGS	-1	FUT3
chr19	5903798	FUT5	WGS	-1	FUT5
chr19	5903714	AC024592.12	WGS	-1	AC024592.12
chr19	5903797	NDUFA11	WGS	-1	NDUFA11
chr19	5904869	VMAC	WGS	1	VMAC
chr19	5914247	CAPS	WGS	1	CAPS
chr19	5978151	RANBP3	WGS	-1	RANBP3
chr19	6110545	RFX2	WGS	-1	RFX2
chr19	6135685	ACSBG2	WGS	1	ACSBG2
chr19	6279959	MLLT1	WGS	-1	MLLT1
chr19	6333640	ACER1	WGS	-1	ACER1
chr19	6361463	CLPP	WGS	1	CLPP
chr19	6372444	ALKBH7	WGS	1	ALKBH7
chr19	6375860	PSPN	WGS	-1	PSPN
chr19	6393471	GTF2F1	WGS	-1	GTF2F1
chr19	6424805	KHSRP	WGS	-1	KHSRP
chr19	6433773	SLC25A41	WGS	-1	SLC25A41
chr19	6459746	SLC25A23	WGS	-1	SLC25A23
chr19	6464294	CRB3	WGS	1	CRB3
chr19	6481819	DENND1C	WGS	-1	DENND1C
chr19	6502595	TUBB4A	WGS	-1	TUBB4A
chr19	6531010	TNFSF9	WGS	1	TNFSF9
chr19	6591163	CD70	WGS	-1	CD70
chr19	6670599	TNFSF14	WGS	-1	TNFSF14
chr19	6720693	C3	WGS	-1	C3
chr19	6737614	GPR108	WGS	-1	GPR108
chr19	6739691	TRIP10	WGS	1	TRIP10
chr19	6767599	SH2D3A	WGS	-1	SH2D3A
chr19	6772737	VAV1	WGS	1	VAV1
chr19	6887583	EMR1	WGS	1	EMR1
chr19	7011514	AC025278.1	WGS	1	AC025278.1
chr19	7030589	MBD3L5	negativeControl	1	MBD3L5
chr19	7040190	MBD3L4	negativeControl	-1	MBD3L4
chr19	7049332	MBD3L2	negativeControl	1	MBD3L2
chr19	7058651	MBD3L3	WGS	-1	MBD3L3
chr19	7069471	ZNF557	WGS	1	ZNF557
chr19	7294045	INSR	WGS	-1	INSR
chr19	7413848	CTB-133G6.1	WGS	1	CTB-133G6.1
chr19	7445850	CTD-2207O23.3	WGS	1	CTD-2207O23.3
chr19	7504574	ARHGEF18	WGS	1	ARHGEF18
chr19	7553905	PEX11G	WGS	-1	PEX11G
chr19	7562445	C19orf45	WGS	1	C19orf45
chr19	7571968	CTD-2207O23.12	WGS	1	CTD-2207O23.12
chr19	7581004	ZNF358	WGS	1	ZNF358
chr19	7587512	MCOLN1	WGS	1	MCOLN1
chr19	7599636	PNPLA6	WGS	1	PNPLA6
chr19	7660788	CAMSAP3	WGS	1	CAMSAP3
chr19	7694451	XAB2	WGS	-1	XAB2
chr19	7694623	PET100	WGS	1	PET100
chr19	7698634	PCP2	WGS	-1	PCP2
chr19	7702005	STXBP2	WGS	1	STXBP2
chr19	7733930	RETN	WGS	1	RETN
chr19	7741514	C19orf59	WGS	1	C19orf59
chr19	7743387	CTD-3214H19.16	WGS	1	CTD-3214H19.16
chr19	7745761	TRAPPC5	WGS	1	TRAPPC5
chr19	7767032	FCER2	WGS	-1	FCER2
chr19	7797057	CLEC4G	WGS	-1	CLEC4G
chr19	7812420	CD209	WGS	-1	CD209
chr19	7828035	CLEC4M	WGS	1	CLEC4M
chr19	7911429	EVI5L	WGS	1	EVI5L
chr19	7939326	CTD-3193O13.9	WGS	-1	CTD-3193O13.9
chr19	7953390	LRRC8E	WGS	1	LRRC8E
chr19	7968427	AC010336.1	WGS	-1	AC010336.1
chr19	7968776	MAP2K7	WGS	1	MAP2K7
chr19	7981030	TGFBR3L	WGS	1	TGFBR3L
chr19	7985201	SNAPC2	WGS	1	SNAPC2
chr19	7991051	CTXN1	WGS	-1	CTXN1
chr19	8008805	TIMM44	WGS	-1	TIMM44
chr19	8070492	ELAVL1	WGS	-1	ELAVL1
chr19	8117884	CCL25	WGS	1	CCL25
chr19	8214730	FBN3	WGS	-1	FBN3
chr19	8274237	CERS4	WGS	1	CERS4
chr19	8373239	CD320	WGS	-1	CD320
chr19	8386280	NDUFA7	WGS	-1	NDUFA7
chr19	8386384	RPS28	WGS	1	RPS28
chr19	8408146	KANK3	WGS	-1	KANK3
chr19	8429035	ANGPTL4	WGS	1	ANGPTL4
chr19	8455083	RAB11B	WGS	1	RAB11B
chr19	8483289	MARCH2	WGS	1	MARCH2
chr19	8509842	HNRNPM	WGS	1	HNRNPM
chr19	8567996	PRAM1	WGS	-1	PRAM1
chr19	8579044	ZNF414	WGS	-1	ZNF414
chr19	8642461	MYO1F	WGS	-1	MYO1F
chr19	8673183	ADAMTS10	WGS	-1	ADAMTS10
chr19	8809172	ACTL9	WGS	-1	ACTL9
chr19	8841316	OR2Z1	negativeControl	1	OR2Z1
chr19	8943004	ZNF558	WGS	-1	ZNF558
chr19	8943074	MBD3L1	WGS	1	MBD3L1
chr19	9092018	MUC16	WGS	-1	MUC16
chr19	9203855	OR1M1	WGS	1	OR1M1
chr19	9213982	OR7G2	negativeControl	-1	OR7G2
chr19	9226439	OR7G1	negativeControl	-1	OR7G1
chr19	9237626	OR7G3	negativeControl	-1	OR7G3
chr19	9251056	ZNF317	WGS	1	ZNF317
chr19	9296279	OR7D2	WGS	1	OR7D2
chr19	9325542	OR7D4	WGS	-1	OR7D4
chr19	9361606	OR7E24	WGS	1	OR7E24
chr19	9420249	ZNF699	WGS	-1	ZNF699
chr19	9434928	ZNF559	WGS	1	ZNF559
chr19	9435017	ZNF559-ZNF177	WGS	1	ZNF559-ZNF177
chr19	9488932	ZNF177	WGS	1	ZNF177
chr19	9531421	ZNF266	WGS	-1	ZNF266
chr19	9609283	ZNF560	WGS	-1	ZNF560
chr19	9647245	ZNF426	WGS	-1	ZNF426
chr19	9695209	ZNF121	WGS	-1	ZNF121
chr19	9732075	ZNF561	WGS	-1	ZNF561
chr19	9732193	C19orf82	WGS	1	C19orf82
chr19	9785776	ZNF562	WGS	-1	ZNF562
chr19	9811452	ZNF812	WGS	-1	ZNF812
chr19	9879293	ZNF846	WGS	-1	ZNF846
chr19	9929731	FBXL12	WGS	-1	FBXL12
chr19	9938568	UBL5	WGS	1	UBL5
chr19	9945999	PIN1	WGS	1	PIN1
chr19	10047228	OLFM2	WGS	-1	OLFM2
chr19	10121147	COL5A3	WGS	-1	COL5A3
chr19	10123925	RDH8	WGS	1	RDH8
chr19	10196806	C19orf66	WGS	1	C19orf66
chr19	10213472	ANGPTL6	WGS	-1	ANGPTL6
chr19	10217071	PPAN-P2RY11	WGS	1	PPAN-P2RY11
chr19	10217044	PPAN	WGS	1	PPAN
chr19	10222214	P2RY11	WGS	1	P2RY11
chr19	10230578	EIF3G	WGS	-1	EIF3G
chr19	10305755	DNMT1	WGS	-1	DNMT1
chr19	10341948	S1PR2	WGS	-1	S1PR2
chr19	10362643	MRPL4	WGS	1	MRPL4
chr19	10381511	ICAM1	WGS	1	ICAM1
chr19	10397650	ICAM4	WGS	1	ICAM4
chr19	10400657	ICAM5	WGS	1	ICAM5
chr19	10420556	ZGLP1	WGS	-1	ZGLP1
chr19	10426691	FDX1L	WGS	-1	FDX1L
chr19	10444316	RAVER1	WGS	-1	RAVER1
chr19	10450499	ICAM3	WGS	-1	ICAM3
chr19	10491352	TYK2	WGS	-1	TYK2
chr19	10514209	CDC37	WGS	-1	CDC37
chr19	10531331	PDE4A	WGS	1	PDE4A
chr19	10614417	KEAP1	WGS	-1	KEAP1
chr19	10628607	S1PR5	WGS	-1	S1PR5
chr19	10654594	ATG4D	WGS	1	ATG4D
chr19	10676713	KRI1	WGS	-1	KRI1
chr19	10679654	CDKN2D	WGS	-1	CDKN2D
chr19	10697990	AP1M2	WGS	-1	AP1M2
chr19	10735934	SLC44A2	WGS	1	SLC44A2
chr19	10751715	AC011475.1	WGS	1	AC011475.1
chr19	10764937	ILF3	WGS	1	ILF3
chr19	10812127	QTRT1	WGS	1	QTRT1
chr19	10828807	DNM2	WGS	1	DNM2
chr19	10946966	TMED1	WGS	-1	TMED1
chr19	10959078	C19orf38	WGS	1	C19orf38
chr19	10982189	CARM1	WGS	1	CARM1
chr19	11039329	YIPF2	WGS	-1	YIPF2
chr19	11039409	C19orf52	WGS	1	C19orf52
chr19	11071677	SMARCA4	WGS	1	SMARCA4
chr19	11200038	LDLR	WGS	1	LDLR
chr19	11266484	SPC24	WGS	-1	SPC24
chr19	11308243	KANK2	WGS	-1	KANK2
chr19	11373128	DOCK6	WGS	-1	DOCK6
chr19	11350295	C19orf80	WGS	1	C19orf80
chr19	11406824	TSPAN16	WGS	1	TSPAN16
chr19	11450344	RAB3D	WGS	-1	RAB3D
chr19	11456722	TMEM205	WGS	-1	TMEM205
chr19	11455977	CCDC159	WGS	1	CCDC159
chr19	11466174	DKFZP761J1410	WGS	1	DKFZP761J1410
chr19	11485361	SWSAP1	WGS	1	SWSAP1
chr19	11494988	EPOR	WGS	-1	EPOR
chr19	11530004	RGL3	WGS	-1	RGL3
chr19	11545925	CCDC151	WGS	-1	CCDC151
chr19	11546269	PRKCSH	WGS	1	PRKCSH
chr19	11591848	ELAVL3	WGS	-1	ELAVL3
chr19	11616738	ZNF653	WGS	-1	ZNF653
chr19	11639989	ECSIT	WGS	-1	ECSIT
chr19	11649532	CNN1	WGS	1	CNN1
chr19	11670051	ELOF1	WGS	-1	ELOF1
chr19	11708235	ZNF627	WGS	1	ZNF627
chr19	11689794	ACP5	WGS	-1	ACP5
chr19	11849788	ZNF823	WGS	-1	ZNF823
chr19	11877907	ZNF441	WGS	1	ZNF441
chr19	11909345	ZNF491	WGS	1	ZNF491
chr19	11925099	ZNF440	WGS	1	ZNF440
chr19	11976772	ZNF439	WGS	1	ZNF439
chr19	11998670	ZNF69	WGS	1	ZNF69
chr19	12035883	ZNF700	WGS	1	ZNF700
chr19	12075869	ZNF763	WGS	1	ZNF763
chr19	12035890	ZNF763	WGS	1	ZNF763
chr19	12146525	ZNF433	WGS	-1	ZNF433
chr19	12163754	ZNF878	WGS	-1	ZNF878
chr19	12175514	ZNF844	WGS	1	ZNF844
chr19	12203196	ZNF788	WGS	1	ZNF788
chr19	12203078	ZNF788	WGS	1	ZNF788
chr19	12251222	ZNF20	WGS	-1	ZNF20
chr19	12267544	ZNF625	WGS	-1	ZNF625
chr19	12273879	ZNF136	WGS	1	ZNF136
chr19	12405628	ZNF44	WGS	-1	ZNF44
chr19	12444502	ZNF563	WGS	-1	ZNF563
chr19	12476447	ZNF442	WGS	-1	ZNF442
chr19	12512085	ZNF799	WGS	-1	ZNF799
chr19	12551896	CTD-3105H18.16	WGS	-1	CTD-3105H18.16
chr19	12551926	ZNF443	WGS	-1	ZNF443
chr19	12595643	ZNF709	WGS	-1	ZNF709
chr19	12662288	ZNF709	WGS	-1	ZNF709
chr19	12662343	ZNF564	WGS	-1	ZNF564
chr19	12721617	ZNF490	WGS	-1	ZNF490
chr19	12721732	ZNF791	WGS	1	ZNF791
chr19	12777556	MAN2B1	WGS	-1	MAN2B1
chr19	12780211	CTD-2192J16.24	WGS	-1	CTD-2192J16.24
chr19	12777614	WDR83	WGS	1	WDR83
chr19	12782170	WDR83OS	WGS	-1	WDR83OS
chr19	12792716	DHPS	WGS	-1	DHPS
chr19	12807457	FBXW9	WGS	-1	FBXW9
chr19	12834810	TNPO2	WGS	-1	TNPO2
chr19	12845589	C19orf43	WGS	-1	C19orf43
chr19	12847953	ASNA1	WGS	1	ASNA1
chr19	12862516	BEST2	WGS	1	BEST2
chr19	12886337	HOOK2	WGS	-1	HOOK2
chr19	12902310	JUNB	WGS	1	JUNB
chr19	12912673	PRDX2	WGS	-1	PRDX2
chr19	12917394	RNASEH2A	WGS	1	RNASEH2A
chr19	12946230	RTBDN	WGS	-1	RTBDN
chr19	12949348	MAST1	WGS	1	MAST1
chr19	12992282	DNASE2	WGS	-1	DNASE2
chr19	12997995	KLF1	WGS	-1	KLF1
chr19	13001840	GCDH	WGS	1	GCDH
chr19	13030090	SYCE2	WGS	-1	SYCE2
chr19	13044529	FARSA	WGS	-1	FARSA
chr19	13049421	CALR	WGS	1	CALR
chr19	13056702	RAD23A	WGS	1	RAD23A
chr19	13068050	GADD45GIP1	WGS	-1	GADD45GIP1
chr19	13080296	DAND5	WGS	1	DAND5
chr19	13106422	NFIX	WGS	1	NFIX
chr19	13213681	LYL1	WGS	-1	LYL1
chr19	13228381	TRMT1	WGS	-1	TRMT1
chr19	13229151	NACC1	WGS	1	NACC1
chr19	13261052	STX10	WGS	-1	STX10
chr19	13262789	IER2	WGS	1	IER2
chr19	13617038	CACNA1A	WGS	-1	CACNA1A
chr19	13842574	CCDC130	WGS	1	CCDC130
chr19	13875363	MRI1	WGS	1	MRI1
chr19	13884982	C19orf53	WGS	1	C19orf53
chr19	13900972	AC008686.1	WGS	-1	AC008686.1
chr19	13906274	ZSWIM4	WGS	1	ZSWIM4
chr19	13988061	NANOS3	WGS	1	NANOS3
chr19	14016978	C19orf57	WGS	-1	C19orf57
chr19	14017014	CC2D1A	WGS	1	CC2D1A
chr19	14049289	PODNL1	WGS	-1	PODNL1
chr19	14063304	DCAF15	WGS	1	DCAF15
chr19	14117097	RFX1	WGS	-1	RFX1
chr19	14138960	RLN3	WGS	1	RLN3
chr19	14142560	IL27RA	WGS	1	IL27RA
chr19	14169971	PALM3	WGS	-1	PALM3
chr19	14183348	hsa-mir-1199	WGS	1	hsa-mir-1199
chr19	14196574	C19orf67	WGS	-1	C19orf67
chr19	14201520	SAMD1	WGS	-1	SAMD1
chr19	14228556	PRKACA	WGS	-1	PRKACA
chr19	14247768	ASF1B	WGS	-1	ASF1B
chr19	14316999	LPHN1	WGS	-1	LPHN1
chr19	14492256	CD97	WGS	1	CD97
chr19	14530179	DDX39A	WGS	-1	DDX39A
chr19	14551072	PKN1	WGS	1	PKN1
chr19	14586174	PTGER1	WGS	-1	PTGER1
chr19	14606944	GIPC1	WGS	-1	GIPC1
chr19	14629232	DNAJB1	WGS	-1	DNAJB1
chr19	14640372	TECR	WGS	1	TECR
chr19	14682874	NDUFB7	WGS	-1	NDUFB7
chr19	14693935	CLEC17A	WGS	1	CLEC17A
chr19	14785683	EMR3	WGS	-1	EMR3
chr19	14800913	ZNF333	WGS	1	ZNF333
chr19	14834747	AC090427.1	WGS	1	AC090427.1
chr19	14889349	EMR2	WGS	-1	EMR2
chr19	14945960	OR7A5	WGS	-1	OR7A5
chr19	14911023	OR7C1	WGS	-1	OR7C1
chr19	14952689	OR7A10	negativeControl	-1	OR7A10
chr19	14992264	OR7A17	negativeControl	-1	OR7A17
chr19	15052301	OR7C2	negativeControl	1	OR7C2
chr19	15083730	SLC1A6	WGS	-1	SLC1A6
chr19	15121556	CCDC105	WGS	1	CCDC105
chr19	15160195	CASP14	WGS	1	CASP14
chr19	15197791	OR1I1	negativeControl	1	OR1I1
chr19	15218214	SYDE1	WGS	1	SYDE1
chr19	15236596	ILVBL	WGS	-1	ILVBL
chr19	15311792	NOTCH3	WGS	-1	NOTCH3
chr19	15343243	EPHX3	WGS	-1	EPHX3
chr19	15391262	BRD4	WGS	-1	BRD4
chr19	15490603	AKAP8	WGS	-1	AKAP8
chr19	15529865	AKAP8L	WGS	-1	AKAP8L
chr19	15560762	WIZ	WGS	-1	WIZ
chr19	15575382	RASAL3	WGS	-1	RASAL3
chr19	15590663	PGLYRP2	WGS	-1	PGLYRP2
chr19	15619304	CYP4F22	WGS	1	CYP4F22
chr19	15751710	CYP4F3	WGS	1	CYP4F3
chr19	15783567	CYP4F12	WGS	1	CYP4F12
chr19	15838834	OR10H2	WGS	1	OR10H2
chr19	15852203	OR10H3	negativeControl	1	OR10H3
chr19	15904761	OR10H5	WGS	1	OR10H5
chr19	15918936	OR10H1	WGS	-1	OR10H1
chr19	16008930	CYP4F2	WGS	-1	CYP4F2
chr19	16045645	CYP4F11	WGS	-1	CYP4F11
chr19	16059818	OR10H4	WGS	1	OR10H4
chr19	16178348	TPM4	WGS	1	TPM4
chr19	16222439	RAB8A	WGS	1	RAB8A
chr19	16284336	CIB3	WGS	-1	CIB3
chr19	16296229	FAM32A	WGS	1	FAM32A
chr19	16308745	AP1M1	WGS	1	AP1M1
chr19	16435628	KLF2	WGS	1	KLF2
chr19	16582823	EPS15L1	WGS	-1	EPS15L1
chr19	16607003	CALR3	WGS	-1	CALR3
chr19	16607122	C19orf44	WGS	1	C19orf44
chr19	16653341	CHERP	WGS	-1	CHERP
chr19	16683193	SLC35E1	WGS	-1	SLC35E1
chr19	16739017	MED26	WGS	-1	MED26
chr19	16770915	CTC-429P9.4	WGS	-1	CTC-429P9.4
chr19	16770968	SMIM7	WGS	-1	SMIM7
chr19	16771938	TMEM38A	WGS	1	TMEM38A
chr19	16830791	NWD1	WGS	1	NWD1
chr19	16940218	SIN3B	WGS	1	SIN3B
chr19	16999671	F2RL3	WGS	1	F2RL3
chr19	17137625	CPAMD8	WGS	-1	CPAMD8
chr19	17186423	HAUS8	WGS	-1	HAUS8
chr19	17186591	MYO9B	WGS	1	MYO9B
chr19	17326168	USE1	WGS	1	USE1
chr19	17337013	OCEL1	WGS	1	OCEL1
chr19	17356749	NR2F6	WGS	-1	NR2F6
chr19	17366257	AC010646.3	WGS	-1	AC010646.3
chr19	17375605	USHBP1	WGS	-1	USHBP1
chr19	17378195	BABAM1	WGS	1	BABAM1
chr19	17392454	ANKLE1	WGS	1	ANKLE1
chr19	17414282	ABHD8	WGS	-1	ABHD8
chr19	17416477	MRPL34	WGS	1	MRPL34
chr19	17420340	DDA1	WGS	1	DDA1
chr19	17445638	ANO8	WGS	-1	ANO8
chr19	17448364	GTPBP3	WGS	1	GTPBP3
chr19	17488159	PLVAP	WGS	-1	PLVAP
chr19	17516457	BST2	WGS	-1	BST2
chr19	17529890	MVB12A	WGS	1	MVB12A
chr19	17559376	TMEM221	WGS	-1	TMEM221
chr19	17571613	CTD-2521M24.10	WGS	-1	CTD-2521M24.10
chr19	17571763	NXNL1	WGS	-1	NXNL1
chr19	17581253	SLC27A1	WGS	1	SLC27A1
chr19	17622438	PGLS	WGS	1	PGLS
chr19	17634110	FAM129C	WGS	1	FAM129C
chr19	17666403	COLGALT1	WGS	1	COLGALT1
chr19	17799008	UNC13A	WGS	-1	UNC13A
chr19	17830161	MAP1S	WGS	1	MAP1S
chr19	17858527	FCHO1	WGS	1	FCHO1
chr19	17905919	B3GNT3	WGS	1	B3GNT3
chr19	17932383	INSL3	WGS	-1	INSL3
chr19	17958841	JAK3	WGS	-1	JAK3
chr19	17970685	RPL18A	WGS	1	RPL18A
chr19	17982782	SLC5A5	WGS	1	SLC5A5
chr19	18045905	CCDC124	WGS	1	CCDC124
chr19	18062102	KCNN1	WGS	1	KCNN1
chr19	18118977	ARRDC2	WGS	1	ARRDC2
chr19	18209754	IL12RB1	WGS	-1	IL12RB1
chr19	18208603	MAST3	WGS	1	MAST3
chr19	18263928	PIK3R2	WGS	1	PIK3R2
chr19	18284477	IFI30	WGS	1	IFI30
chr19	18303992	MPV17L2	WGS	1	MPV17L2
chr19	18314884	RAB3A	WGS	-1	RAB3A
chr19	18366229	PDE4C	WGS	-1	PDE4C
chr19	18385319	KIAA1683	WGS	-1	KIAA1683
chr19	18392432	JUND	WGS	-1	JUND
chr19	18434084	LSM4	WGS	-1	LSM4
chr19	18451397	PGPEP1	WGS	1	PGPEP1
chr19	18496968	GDF15	WGS	1	GDF15
chr19	18508427	LRRC25	WGS	-1	LRRC25
chr19	18530165	SSBP4	WGS	1	SSBP4
chr19	18549111	ISYNA1	WGS	-1	ISYNA1
chr19	18632937	ELL	WGS	-1	ELL
chr19	18654470	FKBP8	WGS	-1	FKBP8
chr19	18669922	KXD1	WGS	1	KXD1
chr19	18682670	UBA52	WGS	1	UBA52
chr19	18717660	CRLF1	WGS	-1	CRLF1
chr19	18699535	C19orf60	WGS	1	C19orf60
chr19	18718240	TMEM59L	WGS	1	TMEM59L
chr19	18747775	KLHL26	WGS	1	KLHL26
chr19	18794488	CRTC1	WGS	1	CRTC1
chr19	18902123	COMP	WGS	-1	COMP
chr19	18942747	UPF1	WGS	1	UPF1
chr19	19006953	CERS1	WGS	-1	CERS1
chr19	19006905	GDF1	WGS	-1	GDF1
chr19	19030206	COPE	WGS	-1	COPE
chr19	19030484	DDX49	WGS	1	DDX49
chr19	19050444	HOMER3	WGS	-1	HOMER3
chr19	19144832	SUGP2	WGS	-1	SUGP2
chr19	19144387	ARMC6	WGS	1	ARMC6
chr19	19174808	SLC25A42	WGS	1	SLC25A42
chr19	19249302	TMEM161A	WGS	-1	TMEM161A
chr19	19302940	MEF2BNB-MEF2B	WGS	-1	MEF2BNB-MEF2B
chr19	19302967	MEF2B	WGS	-1	MEF2B
chr19	19303398	MEF2BNB	WGS	-1	MEF2BNB
